Date,AAPL,AC.MX,ALPEKA.MX,BAC,CADUA.MX,CSCO,DE,ENERFINPF1.MX,GD
2000-01-03,0.8410475850105286,,,12.560279846191406,,35.360313415527344,13.042757987976074,,14.392208099365234
2000-01-04,0.7701387405395508,,,11.814767837524414,,33.376522064208984,13.023743629455566,,14.997231483459473
2000-01-05,0.7814085483551025,,,11.94442081451416,,33.27426528930664,13.327954292297363,,16.023937225341797
2000-01-06,0.7137866616249084,,,12.9654541015625,,32.72208786010742,14.012407302856445,,16.078935623168945
2000-01-07,0.7475981116294861,,,12.625102996826172,,34.64452362060547,13.993401527404785,,16.50061798095703
2000-01-10,0.7344495058059692,,,12.187520027160645,,35.932945251464844,14.278585433959961,,16.353952407836914
2000-01-11,0.6968813538551331,,,11.928211212158203,,34.84901809692383,14.278585433959961,,16.133949279785156
2000-01-12,0.6550876498222351,,,12.05786418914795,,33.96962356567383,14.012407302856445,,15.615388870239258
2000-01-13,0.7269353270530701,,,12.333381652832031,,34.74677276611328,14.06944751739502,,15.615388870239258
2000-01-14,0.7546413540840149,,,13.095091819763184,,35.19670486450195,14.639830589294434,,15.725878715515137
2000-01-18,0.780938982963562,,,12.446832656860352,,36.648746490478516,14.335631370544434,,15.265519142150879
2000-01-19,0.8006623387336731,,,12.446832656860352,,36.75099182128906,14.107473373413086,,14.95247745513916
2000-01-20,0.8527875542640686,,,12.207781791687012,,36.77145004272461,13.860311508178711,,14.533556938171387
2000-01-21,0.8363518714904785,,,11.847174644470215,,37.712215423583984,13.442030906677246,,14.54736042022705
2000-01-24,0.7983145117759705,,,11.555453300476074,,35.6875114440918,13.651172637939453,,13.681883811950684
2000-01-25,0.8433955907821655,,,11.701314926147461,,36.689640045166016,13.537092208862305,,13.866025924682617
2000-01-26,0.8278988599777222,,,12.21993350982666,,35.0739860534668,13.879323959350586,,13.829195976257324
2000-01-27,0.8264902830123901,,,12.479242324829102,,34.88992691040039,13.93635368347168,,13.847613334655762
2000-01-28,0.7635640501976013,,,11.863387107849121,,33.99007797241211,13.613144874572754,,13.921271324157715
2000-01-31,0.7795302867889404,,,12.560279846191406,,35.830692291259766,13.289925575256348,,13.884439468383789
2000-02-01,0.7532327175140381,,,12.706136703491211,,38.55070495605469,13.004738807678223,,14.234312057495117
2000-02-02,0.7424319386482239,,,12.382000923156738,,37.262271881103516,12.966714859008789,,13.99493408203125
2000-02-03,0.7762433886528015,,,12.041656494140625,,38.55070495605469,12.548428535461426,,13.6266450881958
2000-02-04,0.8114631772041321,,,11.89579963684082,,39.63462448120117,12.43435287475586,,13.424080848693848
2000-02-07,0.8570135831832886,,,11.749943733215332,,40.96395492553711,12.567440032958984,,13.111030578613281
2000-02-08,0.8631190061569214,,,12.21993350982666,,41.168479919433594,12.18718147277832,,12.66909408569336
2000-02-09,0.8462128043174744,,,11.94442081451416,,42.150142669677734,12.168170928955078,,12.300809860229492
2000-02-10,0.8527875542640686,,,11.636488914489746,,44.481597900390625,11.407660484313965,,12.429698944091797
2000-02-11,0.8170979619026184,,,11.71751880645752,,42.84547424316406,11.008399963378906,,12.208739280700684
2000-02-14,0.8701621890068054,,,11.474422454833984,,42.70232391357422,11.86396312713623,,12.245561599731445
2000-02-15,0.8941122889518738,,,11.830971717834473,,41.884273529052734,12.301263809204102,,12.17190933227539
2000-02-16,0.8574835062026978,,,11.71751880645752,,41.61328887939453,11.959037780761719,,12.245561599731445
2000-02-17,0.8631190061569214,,,11.571662902832031,,42.70232391357422,12.111135482788086,,12.705923080444336
2000-02-18,0.8358824849128723,,,11.344770431518555,,41.168479919433594,11.711869239807129,,12.337636947631836
2000-02-22,0.855135440826416,,,11.604072570800781,,40.554935455322266,12.168170928955078,,12.66909408569336
2000-02-23,0.8734493851661682,,,11.863387107849121,,45.36098098754883,11.711869239807129,,12.705923080444336
2000-02-24,0.8655838370323181,,,11.62028694152832,,44.91106414794922,11.255563735961914,,12.448119163513184
2000-02-25,0.8293075561523438,,,11.442008972167969,,43.43857955932617,11.236547470092773,,12.650673866271973
2000-02-28,0.8509095311164856,,,11.912007331848145,,42.72279357910156,11.236547470092773,,12.687511444091797
2000-02-29,0.861240565776825,,,11.928211212158203,,43.2545166015625,10.875303268432617,,12.74275016784668
2000-03-01,0.9791083931922913,,,11.944600105285645,,43.090904235839844,11.255563735961914,,12.484951972961426
2000-03-02,0.9166529774665833,,,11.813516616821289,,43.43857955932617,10.514063835144043,,12.116662979125977
2000-03-03,0.9617335796356201,,,11.79713249206543,,44.97240447998047,10.60911750793457,,11.453740119934082
2000-03-06,0.9443591237068176,,,11.666059494018555,,44.542930603027344,10.399981498718262,,11.140700340270996
2000-03-07,0.9232269525527954,,,11.534979820251465,,43.2136116027832,9.240208625793457,,10.901307106018066
2000-03-08,0.9166529774665833,,,11.436663627624512,,43.31586456298828,10.723201751708984,,11.048628807067871
2000-03-09,0.9185311198234558,,,11.289199829101562,,45.58596420288086,10.856289863586426,,11.729958534240723
2000-03-10,0.9448286890983582,,,11.24005126953125,,44.624752044677734,10.799254417419434,,11.582648277282715
2000-03-13,0.9114866256713867,,,11.321977615356445,,44.56340789794922,10.742213249206543,,11.508989334106445
2000-03-14,0.8584225177764893,,,11.174509048461914,,43.11135482788086,10.514063835144043,,11.822027206420898
2000-03-15,0.8734493851661682,,,12.026520729064941,,42.08879089355469,11.407660484313965,,12.77957534790039
2000-03-16,0.9133652448654175,,,12.911304473876953,,43.08578872680664,12.016077995300293,,13.295187950134277
2000-03-17,0.9391927719116211,,,13.107925415039062,,44.17481994628906,11.616801261901855,,13.479325294494629
2000-03-20,0.924166202545166,,,13.009613037109375,,43.88850021362305,11.654829025268555,,13.571398735046387
2000-03-21,1.0138592720031738,,,13.370086669921875,,46.092132568359375,11.730877876281738,,13.700295448303223
2000-03-22,1.0833587646484375,,,13.484777450561523,,47.24252700805664,11.616801261901855,,13.534568786621094
2000-03-23,1.0617583990097046,,,14.205714225769043,,50.92374801635742,11.806937217712402,,13.681883811950684
2000-03-24,1.0420348644256592,,,14.32040786743164,,51.946327209472656,11.673848152160645,,14.215900421142578
2000-03-27,1.0486093759536743,,,14.18932819366455,,52.396278381347656,11.445686340332031,,14.087002754211426
2000-03-28,1.0453221797943115,,,14.04186725616455,,50.96466064453125,11.217535972595215,,13.884439468383789
2000-03-29,1.0213727951049805,,,13.632243156433105,,49.77847671508789,11.399624824523926,,13.866025924682617
2000-03-30,0.9448286890983582,,,13.320930480957031,,48.18327713012695,11.954303741455078,,14.234312057495117
2000-03-31,1.020434021949768,,,13.746935844421387,,50.59651565551758,11.62914752960205,,14.657849311828613
2000-04-03,1.0016493797302246,,,14.549793243408203,,47.733341217041016,11.896925926208496,,14.989303588867188
2000-04-04,0.9565684199333191,,,14.205714225769043,,47.85606384277344,12.298591613769531,,15.302350997924805
2000-04-05,0.979578971862793,,,14.156558990478516,,47.201602935791016,12.336843490600586,,15.064718246459961
2000-04-06,0.940602719783783,,,14.009098052978516,,46.99711990356445,12.241209983825684,,15.138749122619629
2000-04-07,0.9899094104766846,,,13.714170455932617,,49.042240142822266,11.935173988342285,,15.027706146240234
2000-04-10,0.9391927719116211,,,13.845247268676758,,47.487945556640625,12.011683464050293,,15.027706146240234
2000-04-11,0.8973989486694336,,,13.722360610961914,,45.8109130859375,12.336843490600586,,15.15725326538086
2000-04-12,0.8208546042442322,,,14.304022789001465,,42.538719177246094,12.98715877532959,,15.490378379821777
2000-04-13,0.855135440826416,,,13.845247268676758,,40.002750396728516,12.700255393981934,,15.619937896728516
2000-04-14,0.8405781388282776,,,13.09154224395752,,37.30318832397461,12.317710876464844,,15.21277141571045
2000-04-17,0.9307407140731812,,,13.189846992492676,,43.5203742980957,12.011683464050293,,14.935169219970703
2000-04-18,0.9532816410064697,,,13.370086669921875,,45.3200798034668,12.202951431274414,,14.879650115966797
2000-04-19,0.910078227519989,,,12.960463523864746,,43.27496337890625,11.801287651062012,,15.397844314575195
2000-04-20,0.8931729793548584,,,12.9932279586792,,42.62051010131836,11.896925926208496,,15.860518455505371
2000-04-24,0.9053828120231628,,,13.5011625289917,,41.51615524291992,11.877799987792969,,17.174516677856445
2000-04-25,0.9640815854072571,,,14.009098052978516,,43.19315719604492,12.52811336517334,,17.563161849975586
2000-04-26,0.9114866256713867,,,13.566705703735352,,43.683990478515625,12.279461860656738,,16.841394424438477
2000-04-27,0.9523419737815857,,,13.435626983642578,,45.15647506713867,12.50898265838623,,17.581668853759766
2000-04-28,0.9321495294570923,,,12.845770835876465,,45.37122344970703,12.355965614318848,,17.32257652282715
2000-05-01,0.9340276122093201,,,13.107925415039062,,46.751678466796875,12.37509536743164,,17.45212173461914
2000-05-02,0.8856589794158936,,,13.009613037109375,,44.502052307128906,12.451604843139648,,16.933935165405273
2000-05-03,0.8645275235176086,,,12.845770835876465,,43.234066009521484,12.413346290588379,,16.52677345275879
2000-05-04,0.8316553235054016,,,12.58360481262207,,41.63886260986328,12.222081184387207,,16.52677345275879
2000-05-05,0.8499701619148254,,,12.468917846679688,,44.33843231201172,12.049938201904297,,16.87841033935547
2000-05-08,0.8274292945861816,,,12.632760047912598,,41.06623077392578,12.317710876464844,,16.60080337524414
2000-05-09,0.792209267616272,,,12.632760047912598,,41.06623077392578,12.26032829284668,,17.026460647583008
2000-05-10,0.7461890578269958,,,12.190370559692383,,38.284847259521484,12.776759147644043,,16.508268356323242
2000-05-11,0.7724868059158325,,,12.419756889343262,,39.430118560791016,12.700255393981934,,16.730356216430664
